id,time,sym,timeframe,side,quantity,price,commission,pct_return (excl commission), pct_returns ( incl commission)
6137973490c5bf5b50431951,2021-09-07 12:45:40,GOOG,ts_rsi_heik_v1-2mins_extmkt_Polygon,buy,0.652075057,2913.775,0,,
6137973590c5bf5b50431953,2021-09-07 12:45:41,GOOG,ts_rsi_heik_v1-12mins_extmkt_Polygon,buy,0.652073938,2913.78,0,,
6137973690c5bf5b50431955,2021-09-07 12:45:42,GOOG,ts_rsi_heik_v1-4hours_extmkt_Polygon,buy,0.652072819,2913.785,0,,
6137973c90c5bf5b50431957,2021-09-07 12:45:48,TSLA,ts_rsi_heik_v1-4hours_extmkt_Polygon,buy,2.046869182,751.88,0,,
6137973c90c5bf5b50431959,2021-09-07 12:45:48,AMZN,ts_rsi_heik_v1-4hours_extmkt_Polygon,buy,0.353727347,3524.155,0,,
6137973d90c5bf5b5043195b,2021-09-07 12:45:49,GOOG,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,buy,0.652057155,2913.855,0,,
6137973e90c5bf5b5043195d,2021-09-07 12:45:50,GOOG,ts_rsi_heik_v1-12mins-4hours_extmkt_Polygon,buy,0.652057155,2913.855,0,,
6137973f90c5bf5b5043195f,2021-09-07 12:45:51,GOOG,ts_rsi_heik_v1-2mins-12mins-4hours_extmkt_Polygon,buy,0.652057155,2913.855,0,,
6137974090c5bf5b50431961,2021-09-07 12:45:52,TSLA,ts_rsi_heik_v1-1day_extmkt_Polygon,buy,2.526730145,751.96,0,,
613798b3bc88a403a4ac5ebc,2021-09-07 12:52:03,GOOG,ts_rsi_heik_v1-12mins_extmkt_Polygon,buy,0.651982197,2914.19,0,,
613798b5bc88a403a4ac5ebe,2021-09-07 12:52:05,TSLA,ts_rsi_heik_v1-12mins_extmkt_Polygon,buy,2.049622438,750.87,0,,
