id,time,sym,timeframe,side,quantity,price,commission,pct_return (excl commission), pct_returns ( incl commission)
273,2021-08-18 11:18:37,AMZN,2 mins,SELL,2.0,3229.0,1.033174,-0.0006220964961420883,-0.0009365859923070596
294,2021-08-18 11:19:49,ATVI,2 mins,SELL,76.0,83.38,1.041362,-0.0004795013186287278,-0.0008013603704195571
297,2021-08-18 11:19:51,MSFT,2 mins,BUY,32.0,293.49,1.0,,
360,2021-08-18 11:24:19,ATVI,2 mins,BUY,91.0,83.49,1.0,,
363,2021-08-18 11:24:21,AMD,2 mins,BUY,58.0,105.56,1.0,,
384,2021-08-18 11:25:56,MSFT,2 mins,SELL,32.0,293.4,1.051691,-0.00030665440049071346,-0.0005250568527833677
405,2021-08-18 11:27:07,ATVI,2 mins,SELL,91.0,83.42,1.049544,-0.0008384237633248803,-0.0011080403074780198
446,2021-08-18 11:30:19,AMD,2 mins,SELL,58.0,105.31,1.038053,-0.0023683213338385745,-0.002700760515262579
449,2021-08-18 11:30:21,GOOG,2 mins,BUY,3.0,2758.74,1.0,,
472,2021-08-18 11:31:38,ATVI,2 mins,BUY,93.0,83.47,1.0,,
493,2021-08-18 11:33:14,ATVI,2 mins,SELL,93.0,83.35,1.0506,-0.0014376422666827482,-0.0017015833924760582
514,2021-08-18 11:34:26,GOOG,2 mins,SELL,3.0,2756.75,1.042535,-0.0007213438018804919,-0.0009680224761453582
617,2021-08-18 11:41:44,AMZN,2 mins,BUY,2.0,3228.94,1.0,,
640,2021-08-18 11:43:20,GOOG,2 mins,BUY,2.0,2757.84,1.0,,
683,2021-08-18 11:46:16,ATVI,2 mins,BUY,85.0,83.48,1.0,,
686,2021-08-18 11:46:18,MSFT,2 mins,BUY,19.0,293.5,1.0,,
707,2021-08-18 11:47:52,GOOG,2 mins,SELL,2.0,2757.72,1.028367,-4.351231398502797e-05,-0.0004111833566566858
